from,from_label,to,to_label
"insider and workforce risk","Hazard","insider and workforce risk::high staff turnover creating stale orphaned credentials and inconsistent access de provisioning","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::seasonal and temporary contract staff with broad system access and less security training","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::front desk pos level social engineering targets staff empowered to make account reservation changes","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::shared or weakly managed credentials across large decentralized property networks","Subcategory"
"regulatory contractual and reputational exposure","Hazard","regulatory contractual and reputational exposure::pci dss obligations for any entity processing card payments hotels restaurants casinos ticketing","Subcategory"
"regulatory contractual and reputational exposure","Hazard","regulatory contractual and reputational exposure::state national breach notification laws frequent driver of disclosed incident detail in this sector as seen in maine ag filings","Subcategory"
"regulatory contractual and reputational exposure","Hazard","regulatory contractual and reputational exposure::gaming commission and casino regulator compliance obligations","Subcategory"
"regulatory contractual and reputational exposure","Hazard","regulatory contractual and reputational exposure::gdpr international privacy law exposure for globally operating hotel chains and cruise lines","Subcategory"
"regulatory contractual and reputational exposure","Hazard","regulatory contractual and reputational exposure::consumer class action litigation risk following large loyalty program or guest data breaches mgm caesars marriott","Subcategory"
"regulatory contractual and reputational exposure","Hazard","regulatory contractual and reputational exposure::brand reputational risk disproportionate to direct financial loss given guest trust dependent business models","Subcategory"
"guest facing reservation and property systems","Exposure","guest facing reservation and property systems::property management systems pms for hotels resorts","Subcategory"
"guest facing reservation and property systems","Exposure","guest facing reservation and property systems::central reservation systems crs and channel managers ota integrations","Subcategory"
"guest facing reservation and property systems","Exposure","guest facing reservation and property systems::digital room key electronic lock systems","Subcategory"
"guest facing reservation and property systems","Exposure","guest facing reservation and property systems::restaurant venue reservation and table management platforms","Subcategory"
"guest facing reservation and property systems","Exposure","guest facing reservation and property systems::ticketing and admissions systems theme parks museums theaters sporting entertainment venues","Subcategory"
"guest facing reservation and property systems","Exposure","guest facing reservation and property systems::event and conference booking platforms","Subcategory"
"payment and point of sale pos infrastructure","Exposure","payment and point of sale pos infrastructure::pos terminals and back office pos servers restaurants bars retail outlets cafs","Subcategory"
"payment and point of sale pos infrastructure","Exposure","payment and point of sale pos infrastructure::payment gateways and card present processing systems","Subcategory"
"payment and point of sale pos infrastructure","Exposure","payment and point of sale pos infrastructure::gift card stored value and mobile order ahead platforms","Subcategory"
"payment and point of sale pos infrastructure","Exposure","payment and point of sale pos infrastructure::casino cage kiosk and cashless wagering systems","Subcategory"
"payment and point of sale pos infrastructure","Exposure","payment and point of sale pos infrastructure::atms and self service payment kiosks on premises","Subcategory"
"guest and member personal data pii","Exposure","guest and member personal data pii::loyalty rewards program databases names contact info tier points data","Subcategory"
"guest and member personal data pii","Exposure","guest and member personal data pii::government id data passport drivers license national id numbers collected for check in kyc casino compliance","Subcategory"
"guest and member personal data pii","Exposure","guest and member personal data pii::social security national insurance numbers employee and in some jurisdictions guest records","Subcategory"
"guest and member personal data pii","Exposure","guest and member personal data pii::payment card and billing data","Subcategory"
"guest and member personal data pii","Exposure","guest and member personal data pii::health dietary accessibility data spas cruise lines event catering","Subcategory"
"guest and member personal data pii","Exposure","guest and member personal data pii::minors data theme parks family resorts youth programs","Subcategory"
"casino and gaming specific systems","Exposure","casino and gaming specific systems::slot machine and cashless wagering networks","Subcategory"
"casino and gaming specific systems","Exposure","casino and gaming specific systems::surveillance and physical security systems often networked to it","Subcategory"
"casino and gaming specific systems","Exposure","casino and gaming specific systems::player tracking rewards card systems","Subcategory"
"casino and gaming specific systems","Exposure","casino and gaming specific systems::sports betting and online gaming platforms","Subcategory"
"casino and gaming specific systems","Exposure","casino and gaming specific systems::regulatory compliance reporting systems gaming commissions","Subcategory"
"third party and supply chain exposure","Exposure","third party and supply chain exposure::it help desk managed service providers a common initial access vector eg mgm caesars","Subcategory"
"third party and supply chain exposure","Exposure","third party and supply chain exposure::third party booking ticketing and ota platforms","Subcategory"
"third party and supply chain exposure","Exposure","third party and supply chain exposure::food and beverage supply chain and distribution logistics vendors eg blue yonder type saas incidents","Subcategory"
"third party and supply chain exposure","Exposure","third party and supply chain exposure::construction renovation and facilities contractors with access to internal systems data eg disneyland paris partner breach","Subcategory"
"third party and supply chain exposure","Exposure","third party and supply chain exposure::staffing agencies and payroll hr outsourcing providers","Subcategory"
"third party and supply chain exposure","Exposure","third party and supply chain exposure::franchise and multi brand management companies operating shared back office systems across many independently branded properties","Subcategory"
"building iot and physical operations technology","Exposure","building iot and physical operations technology::hvac elevator and building management systems","Subcategory"
"building iot and physical operations technology","Exposure","building iot and physical operations technology::digital signage and in room entertainment systems","Subcategory"
"building iot and physical operations technology","Exposure","building iot and physical operations technology::wi fi and guest network infrastructure","Subcategory"
"building iot and physical operations technology","Exposure","building iot and physical operations technology::access control and key card provisioning systems","Subcategory"
"building iot and physical operations technology","Exposure","building iot and physical operations technology::ride attraction control systems theme parks and av production systems theaters arenas","Subcategory"
"corporate financial and employee systems","Exposure","corporate financial and employee systems::employee hr payroll records ssns banking details","Subcategory"
"corporate financial and employee systems","Exposure","corporate financial and employee systems::corporate financial erp systems","Subcategory"
"corporate financial and employee systems","Exposure","corporate financial and employee systems::email and collaboration communication platforms","Subcategory"
"corporate financial and employee systems","Exposure","corporate financial and employee systems::franchise financial reporting and multi property accounting consolidations","Subcategory"
"initial access vectors","Hazard","initial access vectors::phishing business email compromise targeting procurement logistics and finance staff single click compromise as in the ahold delhaize usa breach","Subcategory"
"initial access vectors","Hazard","initial access vectors::exploitation of internet facing edge devices and unpatched vpns rdp and firewalls at remote farms elevators plants and cold storage sites","Subcategory"
"initial access vectors","Hazard","initial access vectors::mass exploitation of zero day managed file transfer and enterprise software vulnerabilities cl0p style campaigns against the sector","Subcategory"
"initial access vectors","Hazard","initial access vectors::valid stolen credentials sourced from infostealer logs ransomwarelive records infostealer linked exposure for many food ag domains","Subcategory"
"initial access vectors","Hazard","initial access vectors::compromise of third party it ot integrators msps ag tech saas and remote maintenance access into plant networks","Subcategory"
"initial access vectors","Hazard","initial access vectors::weak segmentation between corporate it and plant ot allowing lateral movement from an office foothold into production","Subcategory"
"extortion and impact tactics","Hazard","extortion and impact tactics::encryption of production erp warehouse and ordering systems that halts slaughter processing packing invoicing and dispatch jbs kp snacks unfi","Subcategory"
"extortion and impact tactics","Hazard","extortion and impact tactics::double extortion exfiltration of data plus threat to leak conti kp snacks inc ransom ahold delhaize blackmatter new cooperative","Subcategory"
"extortion and impact tactics","Hazard","extortion and impact tactics::perishability driven time pressure spoilage of raw materials finished goods and livestock welfare used as urgency leverage","Subcategory"
"extortion and impact tactics","Hazard","extortion and impact tactics::food security public safety framing to raise reputational and regulatory stakes on a critical infrastructure victim","Subcategory"
"extortion and impact tactics","Hazard","extortion and impact tactics::re extortion and data recycling eg 2026 coinbasecartel posting reusing jbs data years after the original event","Subcategory"
"extortion and impact tactics","Hazard","extortion and impact tactics::triple extortion harassment of customers growers and downstream retailers whose shelves empty during an outage","Subcategory"
"ot ics and physical process risk","Hazard","ot ics and physical process risk::plant scada plc and process control systems for slaughter lines pasteurization cooking canning milling and bottling","Subcategory"
"ot ics and physical process risk","Hazard","ot ics and physical process risk::cold chain and refrigeration hvac controls where downtime causes spoilage or food safety failures","Subcategory"
"ot ics and physical process risk","Hazard","ot ics and physical process risk::automated milking feeding ventilation and climate systems in livestock poultry dairy operations animal welfare risk","Subcategory"
"ot ics and physical process risk","Hazard","ot ics and physical process risk::precision agriculture and equipment telematics gps guided machinery grain drying irrigation environmental controls","Subcategory"
"ot ics and physical process risk","Hazard","ot ics and physical process risk::building management and food safety monitoring systems temperature logging haccp linked sensors","Subcategory"
"ot ics and physical process risk","Hazard","ot ics and physical process risk::it ot convergence and flat networks that let office ransomware reach production floors","Subcategory"
"supply chain and third party concentration risk","Hazard","supply chain and third party concentration risk::concentration risk in dominant nodes few large meatpackers a single primary grocery distributor such as unfi supplying 30000 stores","Subcategory"
"supply chain and third party concentration risk","Hazard","supply chain and third party concentration risk::cooperative shared platform risk where one hub serves many farms new cooperative claimed to touch 40 of us grain production","Subcategory"
"supply chain and third party concentration risk","Hazard","supply chain and third party concentration risk::downstream disruption to retailers and food service empty shelves salad kit and crisp shortages creating contractual and liability exposure","Subcategory"
"supply chain and third party concentration risk","Hazard","supply chain and third party concentration risk::upstream dependency on agrochemical seed feed packaging and logistics vendors as attack conduits","Subcategory"
"supply chain and third party concentration risk","Hazard","supply chain and third party concentration risk::ag tech saas and cloud erp dependencies soilmap type platforms farm management software","Subcategory"
"supply chain and third party concentration risk","Hazard","supply chain and third party concentration risk::cross border multi plant footprints that let a single intrusion affect operations on several continents jbs us canada australia","Subcategory"
"regulatory legal and food security exposure","Hazard","regulatory legal and food security exposure::critical infrastructure reporting obligations cisa circia in the us nis2 in the eu and national food security scrutiny","Subcategory"
"regulatory legal and food security exposure","Hazard","regulatory legal and food security exposure::data breach notification and privacy liability state ag filings gdpr for employee grower and customer pii ssns ahold delhaize 22m individuals","Subcategory"
"regulatory legal and food security exposure","Hazard","regulatory legal and food security exposure::food safety regulatory fallout when process monitoring systems are compromised fda usda haccp records","Subcategory"
"regulatory legal and food security exposure","Hazard","regulatory legal and food security exposure::sanctions ofac risk when paying groups linked to sanctioned actors","Subcategory"
"regulatory legal and food security exposure","Hazard","regulatory legal and food security exposure::securities disclosure exposure for public companies sec 8 k 6 k materiality dole and unfi quantified impacts in filings","Subcategory"
"regulatory legal and food security exposure","Hazard","regulatory legal and food security exposure::contractual penalties and litigation from retailers distributors and cooperative members affected by supply failure","Subcategory"
"insider workforce and operational maturity risk","Hazard","insider workforce and operational maturity risk::large seasonal temporary and low turnover training workforce increasing phishing susceptibility","Subcategory"
"insider workforce and operational maturity risk","Hazard","insider workforce and operational maturity risk::historically thin cybersecurity budgets and staffing especially at farms co ops and mid size processors dhs records noted jbss pre attack security as unusually poor","Subcategory"
"insider workforce and operational maturity risk","Hazard","insider workforce and operational maturity risk::legacy and end of life systems in plants and back office dole half of legacy servers affected","Subcategory"
"insider workforce and operational maturity risk","Hazard","insider workforce and operational maturity risk::limited backup recovery testing and lack of manual fallback procedures for automated operations","Subcategory"
"insider workforce and operational maturity risk","Hazard","insider workforce and operational maturity risk::dispersed rural sites with inconsistent monitoring and slow patch cycles","Subcategory"
"insider workforce and operational maturity risk","Hazard","insider workforce and operational maturity risk::insider access at co ops and family closely held businesses with informal it governance","Subcategory"
"production and operational technology systems","Exposure","production and operational technology systems::processing line scada plc dcs slaughter milling pasteurization cooking canning bottling","Subcategory"
"production and operational technology systems","Exposure","production and operational technology systems::cold storage refrigeration hvac and environmental controls","Subcategory"
"production and operational technology systems","Exposure","production and operational technology systems::automated milking feeding ventilation and livestock climate systems","Subcategory"
"production and operational technology systems","Exposure","production and operational technology systems::precision ag equipment telematics gps guidance irrigation and grain drying controls","Subcategory"
"production and operational technology systems","Exposure","production and operational technology systems::food safety and quality monitoring sensor systems temperature logging haccp instrumentation","Subcategory"
"production and operational technology systems","Exposure","production and operational technology systems::warehouse automation robotics and conveyance in distribution centers","Subcategory"
"enterprise it erp and ordering logistics platforms","Exposure","enterprise it erp and ordering logistics platforms::erp mrp and inventory management systems","Subcategory"
"enterprise it erp and ordering logistics platforms","Exposure","enterprise it erp and ordering logistics platforms::electronic ordering edi invoicing and payment systems unfi outage crippled ordering invoicing","Subcategory"
"enterprise it erp and ordering logistics platforms","Exposure","enterprise it erp and ordering logistics platforms::warehouse management and transportation fleet management systems","Subcategory"
"enterprise it erp and ordering logistics platforms","Exposure","enterprise it erp and ordering logistics platforms::corporate email file repositories and active directory identity infrastructure","Subcategory"
"enterprise it erp and ordering logistics platforms","Exposure","enterprise it erp and ordering logistics platforms::back office finance hr and payroll systems","Subcategory"
"enterprise it erp and ordering logistics platforms","Exposure","enterprise it erp and ordering logistics platforms::legacy and end of life servers and end user computers","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::employee grower pii including ssns drivers licenses and passports ahold delhaize names dob government ids","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::customer and loyalty pharmacy data at grocery affiliated operations","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::financial banking and payment card records","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::proprietary r and d recipes breeding genetics data and agronomic ip blackmatter stole new cooperatives soilmap source code","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::contracts pricing supplier and cooperative member records","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::food safety traceability and compliance documentation","Subcategory"
"third party and supply chain dependencies","Exposure","third party and supply chain dependencies::grocery retailers food service buyers and downstream distributors dependent on continuous supply","Subcategory"
"third party and supply chain dependencies","Exposure","third party and supply chain dependencies::cooperative members and affiliated farms sharing a common platform hub","Subcategory"
"third party and supply chain dependencies","Exposure","third party and supply chain dependencies::upstream input suppliers seed feed fertilizer agrochemicals packaging","Subcategory"
"third party and supply chain dependencies","Exposure","third party and supply chain dependencies::logistics cold chain and 3pl transportation providers","Subcategory"
"third party and supply chain dependencies","Exposure","third party and supply chain dependencies::ag tech farm management saas cloud erp and remote support msps integrators","Subcategory"
"third party and supply chain dependencies","Exposure","third party and supply chain dependencies::payment processors and banking partners","Subcategory"
"physical goods livestock and continuity assets","Exposure","physical goods livestock and continuity assets::perishable raw materials and finished inventory at risk of spoilage during outages","Subcategory"
"physical goods livestock and continuity assets","Exposure","physical goods livestock and continuity assets::live animals dependent on automated feeding watering and climate control welfare and mortality risk","Subcategory"
"physical goods livestock and continuity assets","Exposure","physical goods livestock and continuity assets::cold chain integrity across storage and transit","Subcategory"
"physical goods livestock and continuity assets","Exposure","physical goods livestock and continuity assets::seasonal time critical processing windows harvest slaughter planting with no slack to absorb downtime","Subcategory"
"physical goods livestock and continuity assets","Exposure","physical goods livestock and continuity assets::manual workaround capacity and business continuity backup infrastructure","Subcategory"
"physical goods livestock and continuity assets","Exposure","physical goods livestock and continuity assets::brand reputation and consumer trust assets tied to food safety and availability","Subcategory"
"initial access vectors","Hazard","initial access vectors::phishing bec targeting project managers estimators and accounts payable staff constructions high value milestone based subcontractor and supplier payments make it a prime invoice fraud bec target often paired with or following a ransomware intrusion","Subcategory"
"initial access vectors","Hazard","initial access vectors::exploited perimeter and file transfer erp vulnerabilities in widely used enterprise software eg clops 2025 oracle e business suite cve 2025 61882 zero day campaign hit multiple construction firms including bechtel and kier within days of each other","Subcategory"
"initial access vectors","Hazard","initial access vectors::compromised vpn rdp credentials including access issued to jobsite trailers and temporary site networks with weaker controls than corporate hq","Subcategory"
"initial access vectors","Hazard","initial access vectors::infostealer harvested credentials from employee and third party devices ferrovials july 2026 ailock incident was linked to over 100 compromised employee and third party credential sets surfaced via infostealer telemetry","Subcategory"
"initial access vectors","Hazard","initial access vectors::compromised or over privileged subcontractor vendor remote access accounts on shared project extranets","Subcategory"
"extortion tactics","Hazard","extortion tactics::double extortion encryption plus exfiltration and leak site publication of stolen files the dominant model seen across qilin lockbit akira play dragonforce inc ransom incidents in the dataset","Subcategory"
"extortion tactics","Hazard","extortion tactics::triple extortion regulatory and reputational threats ailock explicitly threatens to notify regulators and competitors and gives victims a 72 hour response window","Subcategory"
"extortion tactics","Hazard","extortion tactics::pure data theft extortion without encryption everest has shifted toward this model used against turner construction","Subcategory"
"extortion tactics","Hazard","extortion tactics::threats to leak competitively sensitive bid pricing and design data to rival bidders or competitors ahead of tender awards","Subcategory"
"extortion tactics","Hazard","extortion tactics::mass name and shame campaigns where dozens of victims across many industries including construction are listed together after a single shared software exploit increasing pressure via public exposure even before individualized negotiation","Subcategory"
"ot iot and jobsite facilities technology risk","Hazard","ot iot and jobsite facilities technology risk::building management automation systems bms bas for hvac elevators and life safety systems on projects under a firms ongoing facilities management or warranty service contracts","Subcategory"
"ot iot and jobsite facilities technology risk","Hazard","ot iot and jobsite facilities technology risk::connected heavy equipment telematics and fleet gps tracking systems","Subcategory"
"ot iot and jobsite facilities technology risk","Hazard","ot iot and jobsite facilities technology risk::jobsite iot sensors structural concrete cure monitoring environmental sensors","Subcategory"
"ot iot and jobsite facilities technology risk","Hazard","ot iot and jobsite facilities technology risk::site security systems cameras badge access control on active construction sites","Subcategory"
"ot iot and jobsite facilities technology risk","Hazard","ot iot and jobsite facilities technology risk::potential physical safety and schedule disruption consequences if ot jobsite systems are affected distinct from pure data confidentiality harm","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::shared collaboration bim platforms eg procore autodesk construction cloud bim 360 linking general contractors architects engineers and dozens of subcontractors","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::common enterprise software creating simultaneous multi victim exposure bechtel and kier group were both hit within the same week during clops oracle ebs campaign despite being unrelated companies","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::general contractor subcontractor sub subcontractor credential and data flows where the weakest link in the chain can expose the whole project","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::architecture engineering design partners and geotechnical survey consultants with access to shared project data","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::owner and lender portals used for draw requests and project financing exposing financial data outside the contractors own perimeter","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::shared or generic site login credentials used across union labor day laborers and rotating temp subcontractor staff","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::weak or inconsistent offboarding across multi employer jobsites when subcontractor personnel change frequently","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::disgruntled former employees or terminated subcontractors retaining vpn portal access","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::field staff use of personal byod devices for project apps increasing infostealer and credential theft exposure outside corporate it control","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::employee pii payroll breach notification obligations aecoms 2021 incident exposed employee ssns and bank routing account numbers and required notification to the california attorney general","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::government contractor obligations major defense energy critical infrastructure contractors such as bechtel and aecom handle dod doe and critical infrastructure work raising cmmc dfars style breach notification and controlled technical information exposure","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::professional liability errors and omissions exposure if stolen design cad bim or structural engineering data proves defective or is misused after a leak","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::contractual delay damages liquidated damages exposure if ransomware driven downtime in scheduling procurement or payroll systems cascades into project schedule slippage","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::bid integrity and antitrust adjacent exposure if leaked tender pricing data undermines competitive bidding processes","Subcategory"
"business interruption project delay risk","Hazard","business interruption project delay risk::disruption to estimating scheduling and project management software halting active bid submissions or project coordination","Subcategory"
"business interruption project delay risk","Hazard","business interruption project delay risk::erp accounting payroll system outages disrupting subcontractor and supplier payments risking mechanics lien and cash flow disputes","Subcategory"
"business interruption project delay risk","Hazard","business interruption project delay risk::procurement and material ordering system outages delaying material delivery to active job sites","Subcategory"
"business interruption project delay risk","Hazard","business interruption project delay risk::indirect rather than physical site downtime unlike manufacturing ot shutdowns ransomware in construction more often stalls back office coordination functions than the physical build itself per sophos data showing lower rates of data theft encryption combination in construction property energy versus manufacturing","Subcategory"
"project and design data","Exposure","project and design data::cad and bim building information modeling files","Subcategory"
"project and design data","Exposure","project and design data::architectural drawings and blueprints","Subcategory"
"project and design data","Exposure","project and design data::structural mep and civil engineering calculations","Subcategory"
"project and design data","Exposure","project and design data::geotechnical and site survey data","Subcategory"
"project and design data","Exposure","project and design data::proprietary construction methods and engineering ip","Subcategory"
"bid contract and financial data","Exposure","bid contract and financial data::tender bid documents and competitive pricing data","Subcategory"
"bid contract and financial data","Exposure","bid contract and financial data::contract terms and subcontractor pricing schedules","Subcategory"
"bid contract and financial data","Exposure","bid contract and financial data::procurement and vendor supplier data","Subcategory"
"bid contract and financial data","Exposure","bid contract and financial data::erp and accounting systems eg oracle e business suite the shared platform exploited in the 2025 clop campaign that hit bechtel and kier","Subcategory"
"bid contract and financial data","Exposure","bid contract and financial data::banking and wire transfer details a frequent target for invoice fraud bec layered on top of ransomware intrusions","Subcategory"
"employee and workforce pii","Exposure","employee and workforce pii::payroll systems ssns bank account routing numbers exposed in aecoms 2021 breach","Subcategory"
"employee and workforce pii","Exposure","employee and workforce pii::hr files and personnel records","Subcategory"
"employee and workforce pii","Exposure","employee and workforce pii::union membership and labor records","Subcategory"
"employee and workforce pii","Exposure","employee and workforce pii::licensing certification and background check records for skilled trades","Subcategory"
"employee and workforce pii","Exposure","employee and workforce pii::badge and physical access control credentials","Subcategory"
"field and jobsite systems","Exposure","field and jobsite systems::project management collaboration platforms procore autodesk construction cloud bim 360 plangrid","Subcategory"
"field and jobsite systems","Exposure","field and jobsite systems::jobsite security cameras and access control systems","Subcategory"
"field and jobsite systems","Exposure","field and jobsite systems::equipment telematics and fleet management gps tracking systems","Subcategory"
"field and jobsite systems","Exposure","field and jobsite systems::connected automated heavy machinery","Subcategory"
"field and jobsite systems","Exposure","field and jobsite systems::temporary site networks and trailer based it infrastructure","Subcategory"
"building management and facilities systems","Exposure","building management and facilities systems::building management automation systems hvac elevators","Subcategory"
"building management and facilities systems","Exposure","building management and facilities systems::life safety systems fire alarm in occupied buildings under warranty fm contracts","Subcategory"
"building management and facilities systems","Exposure","building management and facilities systems::toll road transit and infrastructure operational systems for firms that also operate not just build infrastructure assets eg ferrovials toll road and mobility operations","Subcategory"
"third party and subcontractor networks","Exposure","third party and subcontractor networks::shared extranets portals used by subcontractors architects and engineers","Subcategory"
"third party and subcontractor networks","Exposure","third party and subcontractor networks::owner and lender draw request financing portals","Subcategory"
"third party and subcontractor networks","Exposure","third party and subcontractor networks::common enterprise software shared industry wide creating correlated multi victim exposure","Subcategory"
"third party and subcontractor networks","Exposure","third party and subcontractor networks::managed it security service providers used by smaller subcontractors","Subcategory"
"client and government owner data","Exposure","client and government owner data::defense energy and critical infrastructure project data bechtel and aecom both handle large dod doe and critical infrastructure programs","Subcategory"
"client and government owner data","Exposure","client and government owner data::potentially export controlled or classified adjacent technical data for defense energy construction work","Subcategory"
"client and government owner data","Exposure","client and government owner data::public infrastructure and toll transit operational data","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::unpatched internet facing infrastructure vpn concentrators vmware esxi citrix file transfer appliances","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::phishing and business email compromise against faculty staff and payroll","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::compromised credentials and absent or partial mfa on student staff sso","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::federated identity and sso trust chains shibboleth incommon edugain entra id enabling lateral movement across institutions","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::byod and unmanaged student owned devices on production vlans","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::flat unsegmented k 12 district networks linking administrative and instructional systems","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::research collaboration links shared hpc clusters and inter institutional data sharing","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::remote and hybrid learning infrastructure exposed rdp and legacy remote access","Subcategory"
"initial access via open and federated campus environments","Hazard","initial access via open and federated campus environments::seasonal staffing churn adjunct and contractor accounts and stale account deprovisioning","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::publication of minors pii disciplinary special education and counselling records","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::release of student psychological and medical assessments","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::direct contact with parents students and staff to amplify pressure triple extortion","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::leak of campus security blueprints floor plans and access control layouts","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::ferpa coppa notification exposure used as negotiating leverage","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::reputational leverage over admissions enrolment and donor confidence","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::timing of attacks to term start exams enrolment or financial aid deadlines","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::re extortion of individual institutions after a vendor has already paid","Subcategory"
"extortion leverage from minors and student data","Hazard","extortion leverage from minors and student data::auction and resale of student datasets on leak sites","Subcategory"
"third party and edtech vendor concentration risk","Hazard","third party and edtech vendor concentration risk::student information system sis platform compromise","Subcategory"
"third party and edtech vendor concentration risk","Hazard","third party and edtech vendor concentration risk::learning management system lms platform compromise","Subcategory"
"third party and edtech vendor concentration risk","Hazard","third party and edtech vendor concentration risk::single vendor concentration across a large book of district university insureds","Subcategory"
"third party and edtech vendor concentration risk","Hazard","third party and edtech vendor concentration risk::downstream re extortion of individual schools using vendor stolen data","Subcategory"
"third party and edtech vendor concentration risk","Hazard","third party and edtech vendor concentration risk::managed service providers and regional education service agencies serving many districts","Subcategory"
