from,from_label,to,to_label
"Finance and Insurance::Globe Life Inc.","Incident","not publicly disclosed","Group"
"Healthcare and Social Assistance::Change Healthcare (subsidiary of UnitedHealth Group/Optum)","Incident","ALPHV","Group"
"Healthcare and Social Assistance::Change Healthcare (subsidiary of UnitedHealth Group/Optum)","Incident","BlackCat (initial encryption","Group"
"Healthcare and Social Assistance::Change Healthcare (subsidiary of UnitedHealth Group/Optum)","Incident","exfiltration)","Group"
"Healthcare and Social Assistance::Change Healthcare (subsidiary of UnitedHealth Group/Optum)","Incident","RansomHub (subsequent extortion","Group"
"Healthcare and Social Assistance::Universal Health Services (UHS) — ~400 US hospitals/care sites","Incident","Ryuk","Group"
"Healthcare and Social Assistance::Health Service Executive (HSE) — Ireland's national public health system","Incident","Conti","Group"
"Healthcare and Social Assistance::CommonSpirit Health — ~140+ hospitals across ~13 US states","Incident","Unattributed publicly at the time","Group"
"Healthcare and Social Assistance::Lehigh Valley Health Network (LVHN)","Incident","ALPHV","Group"
"Healthcare and Social Assistance::Lehigh Valley Health Network (LVHN)","Incident","BlackCat","Group"
"Healthcare and Social Assistance::Medibank Private (major Australian health insurer)","Incident","REvil-affiliated actor (Aleksandr Ermakov","Group"
"Healthcare and Social Assistance::Medibank Private (major Australian health insurer)","Incident","later sanctioned by Australia)","Group"
"Healthcare and Social Assistance::Synnovis (pathology/blood-testing partner for NHS trusts in London)","Incident","Qilin","Group"
"Healthcare and Social Assistance::Enzo Biochem, Inc.","Incident","not publicly disclosed","Group"
"Healthcare and Social Assistance::Omnicell, Inc.","Incident","not publicly disclosed","Group"
"Healthcare and Social Assistance::Akumin Inc.","Incident","bianlian","Group"
"Healthcare and Social Assistance::DaVita Inc.","Incident","interlock","Group"
"Healthcare and Social Assistance::TELA Bio, Inc.","Incident","not publicly disclosed","Group"
"Healthcare and Social Assistance::Stryker","Incident","handala","Group"
"Healthcare and Social Assistance::Allied Healthcare Products, Inc.","Incident","not publicly disclosed","Group"
"Healthcare and Social Assistance::Change Healthcare Solutions LLC","Incident","not publicly disclosed","Group"
"Information Technology::Kaseya (VSA platform)","Incident","REvil","Group"
"Information Technology::Kaseya (VSA platform)","Incident","Sodinokibi","Group"
"Information Technology::Progress Software (MOVEit Transfer)","Incident","Clop (Cl0p","Group"
"Information Technology::Progress Software (MOVEit Transfer)","Incident","TA505)","Group"
"Information Technology::CDK Global","Incident","BlackSuit","Group"
"Information Technology::Ingram Micro","Incident","SafePay","Group"
"Information Technology::Quanta Computer (Apple supplier)","Incident","REvil","Group"
"Information Technology::Quanta Computer (Apple supplier)","Incident","Sodinokibi","Group"
"Information Technology::Software AG","Incident","Clop","Group"
"Information Technology::Tata Technologies","Incident","Hunters International","Group"
"Information Technology::QuickLogic Corporation","Incident","not publicly disclosed","Group"
"Information Technology::NCR Corporation","Incident","not publicly disclosed","Group"
"Information Technology::DISH Network Corporation","Incident","not publicly disclosed","Group"
"Information Technology::NCR Voyix Corporation","Incident","not publicly disclosed","Group"
"Information Technology::AFG Companies, Inc.","Incident","not publicly disclosed","Group"
"Information Technology::Rackspace Technology","Incident","not publicly disclosed","Group"
"Information Technology::Ingram Micro Holding Corporation","Incident","not publicly disclosed","Group"
"Information Technology::Data I/O Corporation","Incident","not publicly disclosed","Group"
"Information Technology::Trio-Tech International","Incident","not publicly disclosed","Group"
"Information Technology::Brand Engagement Network Inc.","Incident","not publicly disclosed","Group"
"Manufacturing::Norsk Hydro","Incident","LockerGoga","Group"
"Manufacturing::Honda Motor Co.","Incident","Snake","Group"
"Manufacturing::Honda Motor Co.","Incident","EKANS","Group"
"Manufacturing::Foxconn (CTBG MX plant, Ciudad Juárez)","Incident","DoppelPaymer","Group"
"Manufacturing::Volvo Car Corporation","Incident","Snatch","Group"
"Manufacturing::Bridgestone Americas","Incident","LockBit 2.0","Group"
"Manufacturing::Continental AG","Incident","LockBit","Group"
"Manufacturing::Yamaha Motor Philippines, Inc.","Incident","INC Ransom","Group"
"Manufacturing::Nissan Australia (Nissan Oceania)","Incident","Akira","Group"
"Manufacturing::MKS Instruments, Inc.","Incident","not publicly disclosed","Group"
"Manufacturing::Gates Industrial Corporation plc","Incident","not publicly disclosed","Group"
"Manufacturing::Tecogen Inc.","Incident","not publicly disclosed","Group"
"Manufacturing::Ultralife Corporation","Incident","avoslocker","Group"
"Manufacturing::Hillman Solutions Corp.","Incident","not publicly disclosed","Group"
"Manufacturing::PGT Innovations, Inc.","Incident","royal","Group"
"Manufacturing::HanesBrands Inc.","Incident","not publicly disclosed","Group"
"Manufacturing::Sensata Technologies Holding plc","Incident","not publicly disclosed","Group"
"Manufacturing::The Coca-Cola Company","Incident","everest","Group"
"Manufacturing::Mueller Water Products, Inc.","Incident","not publicly disclosed","Group"
"Manufacturing::Johnson Controls International plc","Incident","not publicly disclosed","Group"
"Manufacturing::Hillman Group","Incident","not publicly disclosed","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cognizant Technology Solutions","Incident","Maze","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Accenture","Incident","LockBit 2.0","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::CWT (Carlson Wagonlit Travel)","Incident","Ragnar Locker","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Sopra Steria","Incident","Ryuk","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Toll Group","Incident","Nefilim","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Estes Express Lines","Incident","LockBit","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Conduent Business Services, LLC","Incident","SafePay (claimed the leak-site listing","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Conduent Business Services, LLC","Incident","later removed - suggesting ransom payment)","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cushman & Wakefield","Incident","ShinyHunters (vishing","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cushman & Wakefield","Incident","Salesforce data theft)","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cushman & Wakefield","Incident","Qilin (separate","Group"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cushman & Wakefield","Incident","coincidentally-timed claim)","Group"
"Public Administration (Government)::Government of Costa Rica (national ministries)","Incident","Conti","Group"
"Public Administration (Government)::City of Atlanta, Georgia","Incident","SamSam","Group"
"Public Administration (Government)::City of Baltimore, Maryland","Incident","RobbinHood","Group"
"Public Administration (Government)::City of Dallas, Texas","Incident","Royal","Group"
"Public Administration (Government)::City of Columbus, Ohio","Incident","Rhysida","Group"
"Public Administration (Government)::The British Library","Incident","Rhysida","Group"
"Public Administration (Government)::City of Saint Paul, Minnesota","Incident","Interlock","Group"
"Public Administration (Government)::State of Nevada","Incident","Not publicly attributed","Group"
"Retail Trade and Consumer Services::Marks & Spencer (M&S)","Incident","DragonForce","Group"
"Retail Trade and Consumer Services::Co-op Group","Incident","DragonForce","Group"
"Retail Trade and Consumer Services::CDK Global (SaaS/DMS provider to ~15,000 US/Canada auto dealerships - third-party supply-chain incident affecting the retail auto sector broadly)","Incident","BlackSuit","Group"
"Retail Trade and Consumer Services::MGM Resorts International","Incident","Scattered Spider","Group"
"Retail Trade and Consumer Services::MGM Resorts International","Incident","ALPHV","Group"
"Retail Trade and Consumer Services::Caesars Entertainment","Incident","Scattered Spider","Group"
"Retail Trade and Consumer Services::Caesars Entertainment","Incident","ALPHV","Group"
"Retail Trade and Consumer Services::Ralph Lauren Corporation","Incident","ShinyHunters (Salesforce","Group"
"Retail Trade and Consumer Services::Ralph Lauren Corporation","Incident","vishing-based extortion campaign","Group"
"Retail Trade and Consumer Services::Ralph Lauren Corporation","Incident","UNC6040 cluster)","Group"
"Retail Trade and Consumer Services::Madison Square Garden Sports Corp. (parent of the New York Knicks; consumer/entertainment services)","Incident","ShinyHunters","Group"
"Retail Trade and Consumer Services::Karl Chevrolet / Karl Auto Group","Incident","RansomHouse","Group"
"Retail Trade and Consumer Services::PChome (pchome.com.tw) / NetHome Group and subsidiary Bibian","Incident","Settra","Group"
"Retail Trade and Consumer Services::Citi Trends, Inc.","Incident","Hive","Group"
"Telecommunications::Telecom Argentina S.A.","Incident","REvil","Group"
"Telecommunications::Telecom Argentina S.A.","Incident","Sodinokibi","Group"
"Telecommunications::Cincinnati Bell (now altafiber)","Incident","Yanluowang","Group"
"Telecommunications::Telecommunications Services of Trinidad and Tobago (TSTT)","Incident","RansomEXX","Group"
"Telecommunications::WideOpenWest (WOW!)","Incident","Arkana Security","Group"
"Telecommunications::SK Telecom","Incident","unclear in public reporting)","Group"
"Telecommunications::Colt Technology Services","Incident","WarLock","Group"
"Telecommunications::Orange S.A. (Orange Group, incl. Orange Belgium subsidiary)","Incident","WarLock","Group"
"Telecommunications::American Tower Corporation","Incident","ShinyHunters","Group"
"Telecommunications::Lumen Technologies, Inc.","Incident","not publicly disclosed","Group"
"Transportation and Warehousing::A.P. Moller-Maersk","Incident","NotPetya (masqueraded as Petya ransomware","Group"
"Transportation and Warehousing::A.P. Moller-Maersk","Incident","attributed to Sandworm","Group"
"Transportation and Warehousing::A.P. Moller-Maersk","Incident","Russian military intelligence","Group"
"Transportation and Warehousing::A.P. Moller-Maersk","Incident","not a typical criminal ransomware gang)","Group"
"Transportation and Warehousing::Toll Group","Incident","Mailto  initially","Group"
"Transportation and Warehousing::Toll Group","Incident","Nefilim in the second","Group"
"Transportation and Warehousing::Toll Group","Incident","follow-on attack","Group"
"Transportation and Warehousing::Port of Nagoya (Nagoya Harbor Transportation Association / Nagoya United Terminal System)","Incident","LockBit 3.0 (claimed credit","Group"
"Transportation and Warehousing::Port of Nagoya (Nagoya Harbor Transportation Association / Nagoya United Terminal System)","Incident","not officially confirmed by port authorities)","Group"
"Transportation and Warehousing::KNP Logistics Group (Knights of Old)","Incident","Akira","Group"
"Transportation and Warehousing::Estes Express Lines","Incident","LockBit","Group"
"Transportation and Warehousing::JAS Worldwide","Incident","Not officially attributed by JAS in public statements","Group"
"Transportation and Warehousing::JAS Worldwide","Incident","though this was not confirmed by the company","Group"
"Transportation and Warehousing::RTX Corporation","Incident","not publicly disclosed","Group"
