from,from_label,to,to_label
"Construction","Industry","Construction::average recovery cost excluding ransom payment 2025 all industries","Statistic"
"Construction","Industry","Construction::ransom demand payment size distribution 2025","Statistic"
"Construction","Industry","Construction::recovery speed 2025","Statistic"
"Construction","Industry","Construction::data theft plus encryption rate construction property energy sectors vs manufacturing","Statistic"
"Construction","Industry","Construction::ransomware victims who paid q4 2024 all industries","Statistic"
"Construction","Industry","Construction::average and median ransom payment q4 2024 all industries","Statistic"
"Construction","Industry","Construction::total on chain ransomware payments 2025 all industries global","Statistic"
"Construction","Industry","Construction::global average total cost of a data breach 2025 all industries","Statistic"
"Construction","Industry","Construction::ransomware involvement in breaches overall 2025","Statistic"
"Educational Services","Industry","Educational Services::median ransom paid lower education k 12","Statistic"
"Educational Services","Industry","Educational Services::median ransom paid higher education","Statistic"
"Educational Services","Industry","Educational Services::median ransom demanded lower vs higher education","Statistic"
"Educational Services","Industry","Educational Services::mean recovery cost excluding ransom lower vs higher education","Statistic"
"Educational Services","Industry","Educational Services::rate of data encryption in attacks","Statistic"
"Educational Services","Industry","Educational Services::leading root cause of attack","Statistic"
"Educational Services","Industry","Educational Services::recovery from backups declining reliability","Statistic"
"Educational Services","Industry","Educational Services::speed of full recovery","Statistic"
"Educational Services","Industry","Educational Services::extortion only attacks exfiltration without encryption","Statistic"
"Educational Services","Industry","Educational Services::organisational weaknesses cited","Statistic"
"Educational Services","Industry","Educational Services::global education ransomware attack volume 2025","Statistic"
"Educational Services","Industry","Educational Services::records breached in confirmed education attacks 2025","Statistic"
"Educational Services","Industry","Educational Services::average ransom demand in education 2025","Statistic"
"Educational Services","Industry","Educational Services::most active groups claiming education victims 2025","Statistic"
"Educational Services","Industry","Educational Services::average downtime per education ransomware incident","Statistic"
"Educational Services","Industry","Educational Services::ransom demand distribution and payment gap us schools colleges","Statistic"
"Educational Services","Industry","Educational Services::average total cost of a data breach education sector","Statistic"
"Educational Services","Industry","Educational Services::ransomware presence in breaches all sectors for benchmarking","Statistic"
"Educational Services","Industry","Educational Services::top breach patterns in the educational services chapter","Statistic"
"Educational Services","Industry","Educational Services::third party and supply chain involvement in breaches","Statistic"
"Educational Services","Industry","Educational Services::ransom payment rate all sectors for benchmarking","Statistic"
"Educational Services","Industry","Educational Services::average and median ransom payment all sectors for benchmarking","Statistic"
"Educational Services","Industry","Educational Services::leak site victim count education sector primary dataset","Statistic"
"Educational Services","Industry","Educational Services::geographic concentration of education leak site victims","Statistic"
"Educational Services","Industry","Educational Services::disclosure completeness in education leak site records","Statistic"
"Educational Services","Industry","Educational Services::independent corroboration of group ranking ransomwatch","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::mean cost to recover from a ransomware attack energy oil gas and utilities","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::median ransom payment energy oil gas utilities","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::ransom payment propensity vs backup restoration energy sector","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::share of computers impacted per attack energy oil gas utilities","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::average total cost of a data breach energy sector","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::most common initial attack vector all sectors relevant to energy","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::ransomware attacks on industrial ot organizations incl energy","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::ot operational impact of ransomware industrial sectors incl energy","Statistic"
"Energy and Utilities","Industry","Energy and Utilities::confirmed ransomware attacks on global energy and utilities sector 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::median ransom demand financial services sector 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::median ransom payment financial services sector 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::average cost to fully recover from a ransomware attack financial services 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::root cause cited as security gaps lack of adequate protection financial services respondents 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::average total cost of a data breach financial services sector 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::global average cost of a data breach all industries 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::breach lifecycle detection and escalation share of cost financial services vs global","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::highest median ransom payment by sector full year 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::overall ransom payment rate all sectors q4 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::average median ransom payment all sectors q4 2025","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::confirmed breaches involving ransomware all industries 2024 data","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::financial and insurance sector incidents breaches veris industry classification 2024 data","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::median ransom payment all industries 2024 data","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::organizations refusing to pay ransom all industries 2024","Statistic"
"Finance and Insurance","Industry","Finance and Insurance::ransomware victims prior credentials exposed in infostealer logs all industries 2024 data","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::total healthcare sector victims posted on ransomware leak sites 2015 2026 cumulative","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::healthcare sector victims by year ransomwarelive","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::top ransomware groups targeting healthcare by posted victim count","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::top countries for healthcare sector victims","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::average cost of a us healthcare data breach 2025","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::global average cost per exposed record per breach healthcare","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::healthcare ransom demand and payment trend 2025","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::healthcare mean ransomware recovery cost excluding ransom 2025","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::data encryption rate in healthcare ransomware incidents 2025","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::confirmed ransomware attacks on healthcare providers 2024 vs 2025","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::median ransom paid by healthcare victims 2025","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::share of healthcare breaches involving ransomware","Statistic"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::healthcare share of all ransomware attacks q2 2025","Statistic"
"Information Technology","Industry","Information Technology::technology share of ransomware incidents 2nd most targeted sector behind manufacturing at 14","Statistic"
"Information Technology","Industry","Information Technology::average ransomware recovery cost all sectors excl ransom","Statistic"
"Information Technology","Industry","Information Technology::median ransom payment all sectors","Statistic"
"Information Technology","Industry","Information Technology::average cost of an extortion ransomware incident","Statistic"
"Information Technology","Industry","Information Technology::average data breach cost technology sector","Statistic"
"Information Technology","Industry","Information Technology::global average data breach cost all industries","Statistic"
"Information Technology","Industry","Information Technology::average ransom payment q4 2024","Statistic"
"Information Technology","Industry","Information Technology::median ransom payment q4 2024","Statistic"
"Information Technology","Industry","Information Technology::share of victims paying a ransom q4 2024 all time low","Statistic"
"Information Technology","Industry","Information Technology::share of breaches involving ransomware","Statistic"
"Information Technology","Industry","Information Technology::median ransomware payout share refusing to pay","Statistic"
"Information Technology","Industry","Information Technology::total tracked ransom payments 2024","Statistic"
"Information Technology","Industry","Information Technology::cdk global downstream dealer losses single it saas incident","Statistic"
"Information Technology","Industry","Information Technology::moveit progress downstream scope single it supply chain incident","Statistic"
"Manufacturing","Industry","Manufacturing::manufacturing as share of ransomware attacks industry rank","Statistic"
"Manufacturing","Industry","Manufacturing::manufacturing ransomware incident growth alternate count","Statistic"
"Manufacturing","Industry","Manufacturing::average ransom demand manufacturing","Statistic"
"Manufacturing","Industry","Manufacturing::median attack cost ransom payment manufacturing","Statistic"
"Manufacturing","Industry","Manufacturing::rate of ransom payment among affected manufacturers","Statistic"
"Manufacturing","Industry","Manufacturing::rate of successful encryption vs attack disruption","Statistic"
"Manufacturing","Industry","Manufacturing::mean recovery cost excluding ransom paid manufacturing","Statistic"
"Manufacturing","Industry","Manufacturing::root causes of manufacturing ransomware incidents","Statistic"
"Manufacturing","Industry","Manufacturing::dominant threat actor groups against manufacturing 2025","Statistic"
"Manufacturing","Industry","Manufacturing::average total cost of a data breach industrial sector","Statistic"
"Manufacturing","Industry","Manufacturing::cost of unplanned manufacturing downtime","Statistic"
"Manufacturing","Industry","Manufacturing::coveware overall average median ransom payment trend all sectors q4 2025 for context","Statistic"
"Manufacturing","Industry","Manufacturing::ransomwarelive manufacturing sector victim count this pull","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::global median ransom payment 2025","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::average ransom payment q2 2025","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::share of ransomware victims that pay","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::cases involving data exfiltration vs encryption only","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::global average total cost of a data breach 2025","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::ransomware presence in confirmed breaches 2025 dataset","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::breaches involving a third party","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::smb breaches with a ransomware component","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::total on chain ransomware payments 2025","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::share of ransomware incidents where ransom is paid 2025","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::median individual ransom demand growth 2025","Statistic"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::business services sector claimed victim volume observed on ransomwarelive","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::share of state and local government organizations hit by ransomware in the past year 2024","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::mean recovery cost per ransomware attack state and local government 2024","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::median ransom payment state and local government 2024","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::share of computers devices impacted per attack state and local government","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::cumulative us government ransomware attacks and estimated downtime cost 2018 dec 2024","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::ransomware presence in breaches all sectors verizon 2025 dbir","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::ransomware and extortion share of breaches all sectors verizon 2024 dbir","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::espionage motivated breaches verizon 2025 dbir relevant to national government","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::global average total cost of a data breach all industries 2024 public sector context","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::growth in ransomware incidents against government bodies h1 2025","Statistic"
"Public Administration (Government)","Industry","Public Administration (Government)::overall ransomware payment trend sophos 2024 cross sector","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::retailers hit by ransomware who paid the ransom 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::median ransom demand retail sector 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::median ransom payment retail sector 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::average recovery cost excluding ransom retail sector 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::data encryption rate in retail ransomware attacks 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::root cause of retail ransomware attacks 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::average ransomware payment all sectors q2 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::average ransomware payment all sectors q3 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::average ransomware payment all sectors q4 2025","Statistic"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::consumer services sector victim postings observed on ransomwarelive snapshot","Statistic"
"Telecommunications","Industry","Telecommunications::telecom sector ransomware victims listed all time ransomwarelive","Statistic"
"Telecommunications","Industry","Telecommunications::top threat actor groups targeting telecom by victim count ransomwarelive dataset","Statistic"
"Telecommunications","Industry","Telecommunications::telecom ransomware attack volume growth","Statistic"
"Telecommunications","Industry","Telecommunications::ransomware presence in breaches median payout all sectors 2025","Statistic"
"Telecommunications","Industry","Telecommunications::average median ransom payment all sectors 2025","Statistic"
"Telecommunications","Industry","Telecommunications::quarterly average median ransom payments 2025","Statistic"
"Telecommunications","Industry","Telecommunications::global data breach cost by industry 2025","Statistic"
"Telecommunications","Industry","Telecommunications::global on chain ransomware payments 2025","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::transportation sector ransomware attack increase 20242025","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::average ransom demand transportation sector 2025 vs 2024","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::transportation sector attack growth ot iot linked","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::financial motivation share of transportation sector breaches","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::ransomware share of breaches all industries","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::average median ransom payment all industries q4 2024","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::ransom payment rate trend into 2025","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::third party supply chain breach share all industries","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::data encryption rate in successful attacks cross industry useful baseline","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::global ransomware attack volume 2025 vs 2024","Statistic"
"Transportation and Warehousing","Industry","Transportation and Warehousing::ransomwarelive tracked victim volume transportation logistics sector","Statistic"
