from,from_label,to,to_label
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Health Service Executive (HSE) — Ireland's national public health system","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::CommonSpirit Health — ~140+ hospitals across ~13 US states","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Lehigh Valley Health Network (LVHN)","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Medibank Private (major Australian health insurer)","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Synnovis (pathology/blood-testing partner for NHS trusts in London)","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Enzo Biochem, Inc.","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Omnicell, Inc.","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Akumin Inc.","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::DaVita Inc.","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::TELA Bio, Inc.","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Stryker","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Allied Healthcare Products, Inc.","Incident"
"Healthcare and Social Assistance","Industry","Healthcare and Social Assistance::Change Healthcare Solutions LLC","Incident"
"Information Technology","Industry","Information Technology::Kaseya (VSA platform)","Incident"
"Information Technology","Industry","Information Technology::Progress Software (MOVEit Transfer)","Incident"
"Information Technology","Industry","Information Technology::CDK Global","Incident"
"Information Technology","Industry","Information Technology::Ingram Micro","Incident"
"Information Technology","Industry","Information Technology::Quanta Computer (Apple supplier)","Incident"
"Information Technology","Industry","Information Technology::Software AG","Incident"
"Information Technology","Industry","Information Technology::Tata Technologies","Incident"
"Information Technology","Industry","Information Technology::QuickLogic Corporation","Incident"
"Information Technology","Industry","Information Technology::NCR Corporation","Incident"
"Information Technology","Industry","Information Technology::DISH Network Corporation","Incident"
"Information Technology","Industry","Information Technology::NCR Voyix Corporation","Incident"
"Information Technology","Industry","Information Technology::AFG Companies, Inc.","Incident"
"Information Technology","Industry","Information Technology::Rackspace Technology","Incident"
"Information Technology","Industry","Information Technology::Ingram Micro Holding Corporation","Incident"
"Information Technology","Industry","Information Technology::Data I/O Corporation","Incident"
"Information Technology","Industry","Information Technology::Trio-Tech International","Incident"
"Information Technology","Industry","Information Technology::Brand Engagement Network Inc.","Incident"
"Manufacturing","Industry","Manufacturing::Norsk Hydro","Incident"
"Manufacturing","Industry","Manufacturing::Honda Motor Co.","Incident"
"Manufacturing","Industry","Manufacturing::Foxconn (CTBG MX plant, Ciudad Juárez)","Incident"
"Manufacturing","Industry","Manufacturing::Volvo Car Corporation","Incident"
"Manufacturing","Industry","Manufacturing::Bridgestone Americas","Incident"
"Manufacturing","Industry","Manufacturing::Continental AG","Incident"
"Manufacturing","Industry","Manufacturing::Yamaha Motor Philippines, Inc.","Incident"
"Manufacturing","Industry","Manufacturing::Nissan Australia (Nissan Oceania)","Incident"
"Manufacturing","Industry","Manufacturing::MKS Instruments, Inc.","Incident"
"Manufacturing","Industry","Manufacturing::Gates Industrial Corporation plc","Incident"
"Manufacturing","Industry","Manufacturing::Tecogen Inc.","Incident"
"Manufacturing","Industry","Manufacturing::Ultralife Corporation","Incident"
"Manufacturing","Industry","Manufacturing::Hillman Solutions Corp.","Incident"
"Manufacturing","Industry","Manufacturing::PGT Innovations, Inc.","Incident"
"Manufacturing","Industry","Manufacturing::HanesBrands Inc.","Incident"
"Manufacturing","Industry","Manufacturing::Sensata Technologies Holding plc","Incident"
"Manufacturing","Industry","Manufacturing::The Coca-Cola Company","Incident"
"Manufacturing","Industry","Manufacturing::Mueller Water Products, Inc.","Incident"
"Manufacturing","Industry","Manufacturing::Johnson Controls International plc","Incident"
"Manufacturing","Industry","Manufacturing::Hillman Group","Incident"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cognizant Technology Solutions","Incident"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Accenture","Incident"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::CWT (Carlson Wagonlit Travel)","Incident"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Sopra Steria","Incident"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Toll Group","Incident"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Estes Express Lines","Incident"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Conduent Business Services, LLC","Incident"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade","Industry","Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::Cushman & Wakefield","Incident"
"Public Administration (Government)","Industry","Public Administration (Government)::Government of Costa Rica (national ministries)","Incident"
"Public Administration (Government)","Industry","Public Administration (Government)::City of Atlanta, Georgia","Incident"
"Public Administration (Government)","Industry","Public Administration (Government)::City of Baltimore, Maryland","Incident"
"Public Administration (Government)","Industry","Public Administration (Government)::City of Dallas, Texas","Incident"
"Public Administration (Government)","Industry","Public Administration (Government)::City of Columbus, Ohio","Incident"
"Public Administration (Government)","Industry","Public Administration (Government)::The British Library","Incident"
"Public Administration (Government)","Industry","Public Administration (Government)::City of Saint Paul, Minnesota","Incident"
"Public Administration (Government)","Industry","Public Administration (Government)::State of Nevada","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::Marks & Spencer (M&S)","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::Co-op Group","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::CDK Global (SaaS/DMS provider to ~15,000 US/Canada auto dealerships - third-party supply-chain incident affecting the retail auto sector broadly)","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::MGM Resorts International","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::Caesars Entertainment","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::Ralph Lauren Corporation","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::Madison Square Garden Sports Corp. (parent of the New York Knicks; consumer/entertainment services)","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::Karl Chevrolet / Karl Auto Group","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::PChome (pchome.com.tw) / NetHome Group and subsidiary Bibian","Incident"
"Retail Trade and Consumer Services","Industry","Retail Trade and Consumer Services::Citi Trends, Inc.","Incident"
"Telecommunications","Industry","Telecommunications::Telecom Argentina S.A.","Incident"
"Telecommunications","Industry","Telecommunications::Cincinnati Bell (now altafiber)","Incident"
"Telecommunications","Industry","Telecommunications::Telecommunications Services of Trinidad and Tobago (TSTT)","Incident"
"Telecommunications","Industry","Telecommunications::WideOpenWest (WOW!)","Incident"
"Telecommunications","Industry","Telecommunications::SK Telecom","Incident"
"Telecommunications","Industry","Telecommunications::Colt Technology Services","Incident"
"Telecommunications","Industry","Telecommunications::Orange S.A. (Orange Group, incl. Orange Belgium subsidiary)","Incident"
"Telecommunications","Industry","Telecommunications::American Tower Corporation","Incident"
"Telecommunications","Industry","Telecommunications::Lumen Technologies, Inc.","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::A.P. Moller-Maersk","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::Toll Group","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::Expeditors International of Washington","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::Port of Nagoya (Nagoya Harbor Transportation Association / Nagoya United Terminal System)","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::KNP Logistics Group (Knights of Old)","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::Estes Express Lines","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::ORBCOMM (FleetManager / BT-series ELD platform)","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::JAS Worldwide","Incident"
"Transportation and Warehousing","Industry","Transportation and Warehousing::RTX Corporation","Incident"
